model,mhc_class,condition,target,sample,ranking_score,is_best_ranked,iptm,ptm,n_chains,ptm_mhc,ptm_pep,ptm_mhcb,ptm_tcra,ptm_tcrb,cp_mhc_pep,cp_mhca_mhcb,cp_mhcb_pep,cp_mhc_tcra,cp_mhc_tcrb,cp_pep_tcra,cp_pep_tcrb,cp_mhcb_tcra,cp_mhcb_tcrb,cp_tcra_tcrb,mean_tcr_pmhc_iptm,chain_pair_iptm
af3,classI,with_msa_with_template,7n5c_pmhc_tcr,2,0.8972222090905532,False,0.88,0.9,4,0.91,0.04,,0.87,0.9,0.95,,,0.83,0.83,0.77,0.79,,,0.86,0.8049999999999999,"[[0.91, 0.95, 0.83, 0.83], [0.95, 0.04, 0.77, 0.79], [0.83, 0.77, 0.87, 0.86], [0.83, 0.79, 0.86, 0.9]]"
af3,classI,with_msa_with_template,7n5c_pmhc_tcr,0,0.8908094801662736,False,0.87,0.9,4,0.91,0.03,,0.87,0.9,0.95,,,0.84,0.84,0.77,0.8,,,0.85,0.8125,"[[0.91, 0.95, 0.84, 0.84], [0.95, 0.03, 0.77, 0.8], [0.84, 0.77, 0.87, 0.85], [0.84, 0.8, 0.85, 0.9]]"
af3,classI,with_msa_with_template,7n5c_pmhc_tcr,3,0.8859249923767059,False,0.87,0.89,4,0.91,0.04,,0.86,0.9,0.95,,,0.81,0.82,0.75,0.78,,,0.84,0.79,"[[0.91, 0.95, 0.81, 0.82], [0.95, 0.04, 0.75, 0.78], [0.81, 0.75, 0.86, 0.84], [0.82, 0.78, 0.84, 0.9]]"
af3,classI,with_msa_with_template,7n5p_pmhc_tcr,2,0.8828376271585041,True,0.87,0.88,4,0.92,0.04,,0.86,0.9,0.95,,,0.77,0.84,0.69,0.79,,,0.83,0.7725,"[[0.92, 0.95, 0.77, 0.84], [0.95, 0.04, 0.69, 0.79], [0.77, 0.69, 0.86, 0.83], [0.84, 0.79, 0.83, 0.9]]"
af3,classI,with_msa_with_template,7n5p_pmhc_tcr,0,0.8768158655667355,False,0.86,0.88,4,0.92,0.04,,0.86,0.9,0.95,,,0.77,0.82,0.71,0.78,,,0.85,0.77,"[[0.92, 0.95, 0.77, 0.82], [0.95, 0.04, 0.71, 0.78], [0.77, 0.71, 0.86, 0.85], [0.82, 0.78, 0.85, 0.9]]"
af3,classI,with_msa_with_template,7n5p_pmhc_tcr,1,0.8625661245916827,False,0.85,0.86,4,0.92,0.04,,0.85,0.9,0.95,,,0.72,0.8,0.65,0.75,,,0.82,0.73,"[[0.92, 0.95, 0.72, 0.8], [0.95, 0.04, 0.65, 0.75], [0.72, 0.65, 0.85, 0.82], [0.8, 0.75, 0.82, 0.9]]"
af3,classI,with_msa_with_template,7n5p_pmhc_tcr,3,0.8529763015620149,False,0.84,0.86,4,0.91,0.03,,0.85,0.9,0.95,,,0.72,0.79,0.66,0.74,,,0.83,0.7275,"[[0.91, 0.95, 0.72, 0.79], [0.95, 0.03, 0.66, 0.74], [0.72, 0.66, 0.85, 0.83], [0.79, 0.74, 0.83, 0.9]]"
af3,classI,with_msa_with_template,7n5p_pmhc_tcr,4,0.8438556062222264,False,0.83,0.85,4,0.91,0.03,,0.85,0.89,0.94,,,0.73,0.76,0.65,0.71,,,0.81,0.7125,"[[0.91, 0.94, 0.73, 0.76], [0.94, 0.03, 0.65, 0.71], [0.73, 0.65, 0.85, 0.81], [0.76, 0.71, 0.81, 0.89]]"
af3,classI,with_msa_with_template,7na5_pmhc_tcr,2,0.7451333617150057,True,0.72,0.77,4,0.9,0.03,,0.87,0.88,0.95,,,0.59,0.57,0.53,0.54,,,0.88,0.5575,"[[0.9, 0.95, 0.59, 0.57], [0.95, 0.03, 0.53, 0.54], [0.59, 0.53, 0.87, 0.88], [0.57, 0.54, 0.88, 0.88]]"
af3,classI,with_msa_with_template,7na5_pmhc_tcr,0,0.7333279480067613,False,0.71,0.77,4,0.89,0.03,,0.88,0.88,0.94,,,0.57,0.55,0.51,0.52,,,0.88,0.5375000000000001,"[[0.89, 0.94, 0.57, 0.55], [0.94, 0.03, 0.51, 0.52], [0.57, 0.51, 0.88, 0.88], [0.55, 0.52, 0.88, 0.88]]"
af3,classI,with_msa_with_template,7na5_pmhc_tcr,1,0.7318455407400876,False,0.71,0.77,4,0.9,0.03,,0.88,0.88,0.94,,,0.55,0.54,0.5,0.53,,,0.88,0.53,"[[0.9, 0.94, 0.55, 0.54], [0.94, 0.03, 0.5, 0.53], [0.55, 0.5, 0.88, 0.88], [0.54, 0.53, 0.88, 0.88]]"
af3,classI,with_msa_with_template,7na5_pmhc_tcr,4,0.7044587231143642,False,0.68,0.75,4,0.9,0.03,,0.87,0.88,0.94,,,0.5,0.5,0.46,0.49,,,0.88,0.4875,"[[0.9, 0.94, 0.5, 0.5], [0.94, 0.03, 0.46, 0.49], [0.5, 0.46, 0.87, 0.88], [0.5, 0.49, 0.88, 0.88]]"
af3,classI,with_msa_with_template,7na5_pmhc_tcr,3,0.6932498019073233,False,0.67,0.73,4,0.9,0.03,,0.87,0.88,0.94,,,0.46,0.46,0.41,0.43,,,0.88,0.44,"[[0.9, 0.94, 0.46, 0.46], [0.94, 0.03, 0.41, 0.43], [0.46, 0.41, 0.87, 0.88], [0.46, 0.43, 0.88, 0.88]]"
af3,classI,with_msa_with_template,7ndq_pmhc_tcr,4,0.8241480897808928,True,0.8,0.85,4,0.91,0.03,,0.85,0.89,0.95,,,0.66,0.76,0.59,0.7,,,0.83,0.6775,"[[0.91, 0.95, 0.66, 0.76], [0.95, 0.03, 0.59, 0.7], [0.66, 0.59, 0.85, 0.83], [0.76, 0.7, 0.83, 0.89]]"
af3,classI,with_msa_with_template,7ndq_pmhc_tcr,0,0.8118981376936794,False,0.79,0.84,4,0.91,0.03,,0.85,0.89,0.94,,,0.62,0.72,0.57,0.67,,,0.84,0.6449999999999999,"[[0.91, 0.94, 0.62, 0.72], [0.94, 0.03, 0.57, 0.67], [0.62, 0.57, 0.85, 0.84], [0.72, 0.67, 0.84, 0.89]]"
af3,classI,with_msa_with_template,7ndq_pmhc_tcr,3,0.8056837719762192,False,0.79,0.83,4,0.91,0.03,,0.85,0.88,0.94,,,0.62,0.73,0.56,0.66,,,0.83,0.6425000000000001,"[[0.91, 0.94, 0.62, 0.73], [0.94, 0.03, 0.56, 0.66], [0.62, 0.56, 0.85, 0.83], [0.73, 0.66, 0.83, 0.88]]"
af3,classI,with_msa_with_template,7ndq_pmhc_tcr,2,0.8026484570636827,False,0.78,0.83,4,0.91,0.03,,0.85,0.88,0.94,,,0.61,0.72,0.56,0.67,,,0.83,0.64,"[[0.91, 0.94, 0.61, 0.72], [0.94, 0.03, 0.56, 0.67], [0.61, 0.56, 0.85, 0.83], [0.72, 0.67, 0.83, 0.88]]"
af3,classI,with_msa_with_template,7ndq_pmhc_tcr,1,0.7728131230711378,False,0.75,0.81,4,0.91,0.03,,0.85,0.88,0.94,,,0.57,0.67,0.52,0.6,,,0.82,0.59,"[[0.91, 0.94, 0.57, 0.67], [0.94, 0.03, 0.52, 0.6], [0.57, 0.52, 0.85, 0.82], [0.67, 0.6, 0.82, 0.88]]"
af3,classI,with_msa_with_template,7ndt_pmhc_tcr,0,0.7167183221968842,True,0.69,0.76,4,0.9,0.02,,0.87,0.89,0.86,,,0.53,0.54,0.46,0.51,,,0.85,0.51,"[[0.9, 0.86, 0.53, 0.54], [0.86, 0.02, 0.46, 0.51], [0.53, 0.46, 0.87, 0.85], [0.54, 0.51, 0.85, 0.89]]"
af3,classI,with_msa_with_template,7ndt_pmhc_tcr,1,0.691180125666701,False,0.67,0.75,4,0.9,0.02,,0.86,0.88,0.87,,,0.48,0.5,0.41,0.47,,,0.86,0.46499999999999997,"[[0.9, 0.87, 0.48, 0.5], [0.87, 0.02, 0.41, 0.47], [0.48, 0.41, 0.86, 0.86], [0.5, 0.47, 0.86, 0.88]]"
af3,classI,with_msa_with_template,7ndt_pmhc_tcr,2,0.6869279175480772,False,0.66,0.74,4,0.9,0.02,,0.87,0.88,0.88,,,0.48,0.49,0.42,0.46,,,0.86,0.46249999999999997,"[[0.9, 0.88, 0.48, 0.49], [0.88, 0.02, 0.42, 0.46], [0.48, 0.42, 0.87, 0.86], [0.49, 0.46, 0.86, 0.88]]"
af3,classI,with_msa_with_template,7ndt_pmhc_tcr,3,0.6846606361188184,False,0.66,0.74,4,0.9,0.02,,0.86,0.88,0.87,,,0.47,0.49,0.41,0.45,,,0.85,0.45499999999999996,"[[0.9, 0.87, 0.47, 0.49], [0.87, 0.02, 0.41, 0.45], [0.47, 0.41, 0.86, 0.85], [0.49, 0.45, 0.85, 0.88]]"
af3,classI,with_msa_with_template,7ndt_pmhc_tcr,4,0.6768816785952096,False,0.65,0.73,4,0.9,0.02,,0.87,0.89,0.88,,,0.46,0.47,0.38,0.43,,,0.85,0.435,"[[0.9, 0.88, 0.46, 0.47], [0.88, 0.02, 0.38, 0.43], [0.46, 0.38, 0.87, 0.85], [0.47, 0.43, 0.85, 0.89]]"
af3,classI,with_msa_with_template,7ndu_pmhc_tcr,2,0.912031033703791,True,0.9,0.92,4,0.91,0.03,,0.87,0.9,0.94,,,0.82,0.87,0.74,0.82,,,0.88,0.8124999999999999,"[[0.91, 0.94, 0.82, 0.87], [0.94, 0.03, 0.74, 0.82], [0.82, 0.74, 0.87, 0.88], [0.87, 0.82, 0.88, 0.9]]"
af3,classI,with_msa_with_template,7ndu_pmhc_tcr,0,0.9102277995583358,False,0.9,0.91,4,0.91,0.03,,0.86,0.9,0.94,,,0.82,0.87,0.74,0.82,,,0.87,0.8124999999999999,"[[0.91, 0.94, 0.82, 0.87], [0.94, 0.03, 0.74, 0.82], [0.82, 0.74, 0.86, 0.87], [0.87, 0.82, 0.87, 0.9]]"
af3,classI,with_msa_with_template,7ndu_pmhc_tcr,1,0.9064744778068445,False,0.89,0.91,4,0.91,0.03,,0.86,0.9,0.94,,,0.82,0.87,0.72,0.81,,,0.87,0.805,"[[0.91, 0.94, 0.82, 0.87], [0.94, 0.03, 0.72, 0.81], [0.82, 0.72, 0.86, 0.87], [0.87, 0.81, 0.87, 0.9]]"
af3,classI,with_msa_with_template,7ndu_pmhc_tcr,3,0.9058475975753352,False,0.89,0.91,4,0.91,0.03,,0.86,0.9,0.93,,,0.8,0.87,0.72,0.8,,,0.87,0.7974999999999999,"[[0.91, 0.93, 0.8, 0.87], [0.93, 0.03, 0.72, 0.8], [0.8, 0.72, 0.86, 0.87], [0.87, 0.8, 0.87, 0.9]]"
af3,classI,with_msa_with_template,7ndu_pmhc_tcr,4,0.9051626618839232,False,0.89,0.91,4,0.91,0.03,,0.86,0.9,0.94,,,0.81,0.87,0.73,0.81,,,0.87,0.805,"[[0.91, 0.94, 0.81, 0.87], [0.94, 0.03, 0.73, 0.81], [0.81, 0.73, 0.86, 0.87], [0.87, 0.81, 0.87, 0.9]]"
af3,classI,with_msa_with_template,7nme_pmhc_tcr,4,0.9208128707341267,True,0.91,0.92,4,0.91,0.03,,0.87,0.9,0.94,,,0.86,0.87,0.81,0.85,,,0.89,0.8475,"[[0.91, 0.94, 0.86, 0.87], [0.94, 0.03, 0.81, 0.85], [0.86, 0.81, 0.87, 0.89], [0.87, 0.85, 0.89, 0.9]]"
af3,classI,with_msa_with_template,7nme_pmhc_tcr,0,0.9197132167756897,False,0.91,0.92,4,0.91,0.03,,0.87,0.9,0.94,,,0.86,0.87,0.81,0.85,,,0.89,0.8475,"[[0.91, 0.94, 0.86, 0.87], [0.94, 0.03, 0.81, 0.85], [0.86, 0.81, 0.87, 0.89], [0.87, 0.85, 0.89, 0.9]]"
af3,classI,with_msa_with_template,7nme_pmhc_tcr,2,0.9176484340481754,False,0.9,0.92,4,0.91,0.03,,0.86,0.89,0.94,,,0.85,0.86,0.81,0.85,,,0.89,0.8425,"[[0.91, 0.94, 0.85, 0.86], [0.94, 0.03, 0.81, 0.85], [0.85, 0.81, 0.86, 0.89], [0.86, 0.85, 0.89, 0.89]]"
af3,classI,with_msa_with_template,7nme_pmhc_tcr,3,0.9175876338051381,False,0.9,0.92,4,0.91,0.03,,0.86,0.9,0.94,,,0.86,0.86,0.81,0.85,,,0.89,0.8450000000000001,"[[0.91, 0.94, 0.86, 0.86], [0.94, 0.03, 0.81, 0.85], [0.86, 0.81, 0.86, 0.89], [0.86, 0.85, 0.89, 0.9]]"
af3,classI,with_msa_with_template,7nme_pmhc_tcr,1,0.9173194324400675,False,0.9,0.92,4,0.9,0.03,,0.87,0.9,0.94,,,0.85,0.86,0.81,0.84,,,0.89,0.84,"[[0.9, 0.94, 0.85, 0.86], [0.94, 0.03, 0.81, 0.84], [0.85, 0.81, 0.87, 0.89], [0.86, 0.84, 0.89, 0.9]]"
af3,classI,with_msa_with_template,7nmf_pmhc_tcr,4,0.9208128707341267,True,0.91,0.92,4,0.91,0.03,,0.87,0.9,0.94,,,0.86,0.87,0.81,0.85,,,0.89,0.8475,"[[0.91, 0.94, 0.86, 0.87], [0.94, 0.03, 0.81, 0.85], [0.86, 0.81, 0.87, 0.89], [0.87, 0.85, 0.89, 0.9]]"
af3,classI,with_msa_with_template,7nmf_pmhc_tcr,0,0.9197132167756897,False,0.91,0.92,4,0.91,0.03,,0.87,0.9,0.94,,,0.86,0.87,0.81,0.85,,,0.89,0.8475,"[[0.91, 0.94, 0.86, 0.87], [0.94, 0.03, 0.81, 0.85], [0.86, 0.81, 0.87, 0.89], [0.87, 0.85, 0.89, 0.9]]"
af3,classI,with_msa_with_template,7nmf_pmhc_tcr,2,0.9176484340481754,False,0.9,0.92,4,0.91,0.03,,0.86,0.89,0.94,,,0.85,0.86,0.81,0.85,,,0.89,0.8425,"[[0.91, 0.94, 0.85, 0.86], [0.94, 0.03, 0.81, 0.85], [0.85, 0.81, 0.86, 0.89], [0.86, 0.85, 0.89, 0.89]]"
af3,classI,with_msa_with_template,7nmf_pmhc_tcr,3,0.9175876338051381,False,0.9,0.92,4,0.91,0.03,,0.86,0.9,0.94,,,0.86,0.86,0.81,0.85,,,0.89,0.8450000000000001,"[[0.91, 0.94, 0.86, 0.86], [0.94, 0.03, 0.81, 0.85], [0.86, 0.81, 0.86, 0.89], [0.86, 0.85, 0.89, 0.9]]"
af3,classI,with_msa_with_template,7nmf_pmhc_tcr,1,0.9173194324400675,False,0.9,0.92,4,0.9,0.03,,0.87,0.9,0.94,,,0.85,0.86,0.81,0.84,,,0.89,0.84,"[[0.9, 0.94, 0.85, 0.86], [0.94, 0.03, 0.81, 0.84], [0.85, 0.81, 0.87, 0.89], [0.86, 0.84, 0.89, 0.9]]"
af3,classI,with_msa_with_template,7nmg_pmhc_tcr,0,0.9152063963984253,True,0.9,0.92,4,0.9,0.03,,0.86,0.9,0.93,,,0.84,0.86,0.8,0.85,,,0.89,0.8375,"[[0.9, 0.93, 0.84, 0.86], [0.93, 0.03, 0.8, 0.85], [0.84, 0.8, 0.86, 0.89], [0.86, 0.85, 0.89, 0.9]]"
af3,classI,with_msa_with_template,7nmg_pmhc_tcr,4,0.9151247442430672,False,0.9,0.92,4,0.91,0.03,,0.86,0.9,0.93,,,0.85,0.86,0.8,0.85,,,0.89,0.84,"[[0.91, 0.93, 0.85, 0.86], [0.93, 0.03, 0.8, 0.85], [0.85, 0.8, 0.86, 0.89], [0.86, 0.85, 0.89, 0.9]]"
af3,classI,with_msa_with_template,7nmg_pmhc_tcr,2,0.9145882736372148,False,0.9,0.92,4,0.91,0.03,,0.86,0.89,0.93,,,0.84,0.86,0.8,0.85,,,0.89,0.8375,"[[0.91, 0.93, 0.84, 0.86], [0.93, 0.03, 0.8, 0.85], [0.84, 0.8, 0.86, 0.89], [0.86, 0.85, 0.89, 0.89]]"
af3,classI,with_msa_with_template,7nmg_pmhc_tcr,1,0.9119447851108226,False,0.9,0.92,4,0.9,0.03,,0.86,0.9,0.93,,,0.84,0.85,0.8,0.84,,,0.89,0.8325,"[[0.9, 0.93, 0.84, 0.85], [0.93, 0.03, 0.8, 0.84], [0.84, 0.8, 0.86, 0.89], [0.85, 0.84, 0.89, 0.9]]"
af3,classI,with_msa_with_template,7nmg_pmhc_tcr,3,0.9118866116143766,False,0.9,0.92,4,0.9,0.03,,0.86,0.89,0.93,,,0.84,0.86,0.8,0.85,,,0.89,0.8375,"[[0.9, 0.93, 0.84, 0.86], [0.93, 0.03, 0.8, 0.85], [0.84, 0.8, 0.86, 0.89], [0.86, 0.85, 0.89, 0.89]]"
af3,classI,with_msa_with_template,7ow5_pmhc_tcr,1,0.9086270794330755,True,0.89,0.91,4,0.91,0.02,,0.87,0.88,0.89,,,0.86,0.83,0.81,0.77,,,0.87,0.8175,"[[0.91, 0.89, 0.86, 0.83], [0.89, 0.02, 0.81, 0.77], [0.86, 0.81, 0.87, 0.87], [0.83, 0.77, 0.87, 0.88]]"
af3,classI,with_msa_with_template,7ow5_pmhc_tcr,4,0.9065748087349287,False,0.89,0.91,4,0.91,0.02,,0.87,0.88,0.89,,,0.86,0.82,0.8,0.76,,,0.86,0.81,"[[0.91, 0.89, 0.86, 0.82], [0.89, 0.02, 0.8, 0.76], [0.86, 0.8, 0.87, 0.86], [0.82, 0.76, 0.86, 0.88]]"
af3,classI,with_msa_with_template,7ow5_pmhc_tcr,2,0.9034726063245057,False,0.89,0.9,4,0.91,0.02,,0.87,0.88,0.89,,,0.85,0.82,0.8,0.76,,,0.86,0.8074999999999999,"[[0.91, 0.89, 0.85, 0.82], [0.89, 0.02, 0.8, 0.76], [0.85, 0.8, 0.87, 0.86], [0.82, 0.76, 0.86, 0.88]]"
af3,classI,with_msa_with_template,7ow5_pmhc_tcr,0,0.899944793044408,False,0.89,0.9,4,0.91,0.02,,0.86,0.88,0.89,,,0.84,0.82,0.79,0.76,,,0.86,0.8025,"[[0.91, 0.89, 0.84, 0.82], [0.89, 0.02, 0.79, 0.76], [0.84, 0.79, 0.86, 0.86], [0.82, 0.76, 0.86, 0.88]]"
af3,classI,with_msa_with_template,7ow5_pmhc_tcr,3,0.8962097519108931,False,0.88,0.9,4,0.91,0.02,,0.87,0.88,0.88,,,0.84,0.82,0.78,0.74,,,0.86,0.7949999999999999,"[[0.91, 0.88, 0.84, 0.82], [0.88, 0.02, 0.78, 0.74], [0.84, 0.78, 0.87, 0.86], [0.82, 0.74, 0.86, 0.88]]"
af3,classI,with_msa_with_template,7ow6_pmhc_tcr,1,0.9288718987111182,True,0.92,0.92,4,0.92,0.03,,0.88,0.88,0.94,,,0.89,0.85,0.88,0.86,,,0.87,0.87,"[[0.92, 0.94, 0.89, 0.85], [0.94, 0.03, 0.88, 0.86], [0.89, 0.88, 0.88, 0.87], [0.85, 0.86, 0.87, 0.88]]"
af3,classI,with_msa_with_template,7ow6_pmhc_tcr,0,0.9280250870931107,False,0.91,0.92,4,0.92,0.03,,0.88,0.89,0.94,,,0.89,0.86,0.88,0.86,,,0.88,0.8724999999999999,"[[0.92, 0.94, 0.89, 0.86], [0.94, 0.03, 0.88, 0.86], [0.89, 0.88, 0.88, 0.88], [0.86, 0.86, 0.88, 0.89]]"
af3,classI,with_msa_with_template,7ow6_pmhc_tcr,4,0.9264382495204502,False,0.91,0.92,4,0.92,0.03,,0.88,0.88,0.94,,,0.89,0.86,0.88,0.87,,,0.87,0.875,"[[0.92, 0.94, 0.89, 0.86], [0.94, 0.03, 0.88, 0.87], [0.89, 0.88, 0.88, 0.87], [0.86, 0.87, 0.87, 0.88]]"
af3,classI,with_msa_with_template,7ow6_pmhc_tcr,3,0.9251776828743207,False,0.91,0.92,4,0.92,0.03,,0.88,0.88,0.94,,,0.88,0.85,0.87,0.86,,,0.87,0.865,"[[0.92, 0.94, 0.88, 0.85], [0.94, 0.03, 0.87, 0.86], [0.88, 0.87, 0.88, 0.87], [0.85, 0.86, 0.87, 0.88]]"
af3,classI,with_msa_with_template,7ow6_pmhc_tcr,2,0.9235342645135155,False,0.91,0.92,4,0.92,0.03,,0.88,0.89,0.94,,,0.88,0.86,0.87,0.86,,,0.87,0.8674999999999999,"[[0.92, 0.94, 0.88, 0.86], [0.94, 0.03, 0.87, 0.86], [0.88, 0.87, 0.88, 0.87], [0.86, 0.86, 0.87, 0.89]]"
af3,classI,with_msa_with_template,7pb2_pmhc_tcr,1,0.726418350122772,True,0.7,0.77,4,0.91,0.02,,0.88,0.88,0.87,,,0.53,0.49,0.49,0.46,,,0.88,0.4925,"[[0.91, 0.87, 0.53, 0.49], [0.87, 0.02, 0.49, 0.46], [0.53, 0.49, 0.88, 0.88], [0.49, 0.46, 0.88, 0.88]]"
af3,classI,with_msa_with_template,7pb2_pmhc_tcr,4,0.718304197444448,False,0.69,0.76,4,0.91,0.02,,0.88,0.88,0.87,,,0.54,0.48,0.48,0.45,,,0.87,0.4875,"[[0.91, 0.87, 0.54, 0.48], [0.87, 0.02, 0.48, 0.45], [0.54, 0.48, 0.88, 0.87], [0.48, 0.45, 0.87, 0.88]]"
af3,classI,with_msa_with_template,7pb2_pmhc_tcr,2,0.7135363389721461,False,0.69,0.76,4,0.92,0.02,,0.88,0.88,0.88,,,0.52,0.46,0.48,0.44,,,0.87,0.475,"[[0.92, 0.88, 0.52, 0.46], [0.88, 0.02, 0.48, 0.44], [0.52, 0.48, 0.88, 0.87], [0.46, 0.44, 0.87, 0.88]]"
af3,classI,with_msa_with_template,7pb2_pmhc_tcr,0,0.6747346669699559,False,0.65,0.73,4,0.91,0.02,,0.88,0.88,0.86,,,0.44,0.44,0.42,0.4,,,0.87,0.42500000000000004,"[[0.91, 0.86, 0.44, 0.44], [0.86, 0.02, 0.42, 0.4], [0.44, 0.42, 0.88, 0.87], [0.44, 0.4, 0.87, 0.88]]"
af3,classI,with_msa_with_template,7pb2_pmhc_tcr,3,0.6476613494315732,False,0.62,0.71,4,0.91,0.02,,0.89,0.88,0.85,,,0.4,0.38,0.37,0.35,,,0.88,0.375,"[[0.91, 0.85, 0.4, 0.38], [0.85, 0.02, 0.37, 0.35], [0.4, 0.37, 0.89, 0.88], [0.38, 0.35, 0.88, 0.88]]"
af3,classI,with_msa_with_template,7pbe_pmhc_tcr,1,0.9303879029078671,True,0.92,0.93,4,0.92,0.03,,0.89,0.9,0.94,,,0.9,0.88,0.85,0.85,,,0.9,0.87,"[[0.92, 0.94, 0.9, 0.88], [0.94, 0.03, 0.85, 0.85], [0.9, 0.85, 0.89, 0.9], [0.88, 0.85, 0.9, 0.9]]"
af3,classI,with_msa_with_template,7pbe_pmhc_tcr,4,0.9298323236935633,False,0.92,0.93,4,0.92,0.03,,0.89,0.9,0.94,,,0.89,0.88,0.85,0.85,,,0.9,0.8675,"[[0.92, 0.94, 0.89, 0.88], [0.94, 0.03, 0.85, 0.85], [0.89, 0.85, 0.89, 0.9], [0.88, 0.85, 0.9, 0.9]]"
af3,classI,with_msa_with_template,7pbe_pmhc_tcr,3,0.9286652357430529,False,0.91,0.93,4,0.93,0.03,,0.9,0.91,0.95,,,0.9,0.87,0.85,0.84,,,0.91,0.865,"[[0.93, 0.95, 0.9, 0.87], [0.95, 0.03, 0.85, 0.84], [0.9, 0.85, 0.9, 0.91], [0.87, 0.84, 0.91, 0.91]]"
af3,classI,with_msa_with_template,7pbe_pmhc_tcr,2,0.9278084042078475,False,0.91,0.93,4,0.92,0.03,,0.89,0.9,0.94,,,0.89,0.87,0.85,0.84,,,0.9,0.8624999999999999,"[[0.92, 0.94, 0.89, 0.87], [0.94, 0.03, 0.85, 0.84], [0.89, 0.85, 0.89, 0.9], [0.87, 0.84, 0.9, 0.9]]"
af3,classI,with_msa_with_template,7pbe_pmhc_tcr,0,0.9250944351887112,False,0.91,0.93,4,0.92,0.03,,0.89,0.89,0.94,,,0.89,0.87,0.84,0.84,,,0.9,0.86,"[[0.92, 0.94, 0.89, 0.87], [0.94, 0.03, 0.84, 0.84], [0.89, 0.84, 0.89, 0.9], [0.87, 0.84, 0.9, 0.89]]"
af3,classI,with_msa_with_template,7phr_pmhc_tcr,4,0.9394893907019406,True,0.93,0.94,4,0.92,0.03,,0.89,0.89,0.95,,,0.91,0.9,0.86,0.89,,,0.91,0.89,"[[0.92, 0.95, 0.91, 0.9], [0.95, 0.03, 0.86, 0.89], [0.91, 0.86, 0.89, 0.91], [0.9, 0.89, 0.91, 0.89]]"
af3,classI,with_msa_with_template,7phr_pmhc_tcr,2,0.9393670007149861,False,0.93,0.93,4,0.92,0.03,,0.89,0.89,0.95,,,0.91,0.9,0.86,0.89,,,0.91,0.89,"[[0.92, 0.95, 0.91, 0.9], [0.95, 0.03, 0.86, 0.89], [0.91, 0.86, 0.89, 0.91], [0.9, 0.89, 0.91, 0.89]]"
af3,classI,with_msa_with_template,7phr_pmhc_tcr,3,0.9389656804550967,False,0.93,0.93,4,0.92,0.03,,0.89,0.89,0.95,,,0.91,0.9,0.86,0.89,,,0.9,0.89,"[[0.92, 0.95, 0.91, 0.9], [0.95, 0.03, 0.86, 0.89], [0.91, 0.86, 0.89, 0.9], [0.9, 0.89, 0.9, 0.89]]"
af3,classI,with_msa_with_template,7phr_pmhc_tcr,1,0.9386614396964271,False,0.93,0.94,4,0.92,0.03,,0.89,0.89,0.95,,,0.91,0.9,0.86,0.89,,,0.91,0.89,"[[0.92, 0.95, 0.91, 0.9], [0.95, 0.03, 0.86, 0.89], [0.91, 0.86, 0.89, 0.91], [0.9, 0.89, 0.91, 0.89]]"
af3,classI,with_msa_with_template,7phr_pmhc_tcr,0,0.9380966595644888,False,0.93,0.93,4,0.92,0.03,,0.89,0.89,0.95,,,0.91,0.9,0.86,0.89,,,0.9,0.89,"[[0.92, 0.95, 0.91, 0.9], [0.95, 0.03, 0.86, 0.89], [0.91, 0.86, 0.89, 0.9], [0.9, 0.89, 0.9, 0.89]]"
af3,classI,with_msa_with_template,7q99_pmhc_tcr,1,0.8978151852300188,True,0.88,0.9,4,0.92,0.03,,0.88,0.88,0.95,,,0.88,0.77,0.85,0.69,,,0.84,0.7975,"[[0.92, 0.95, 0.88, 0.77], [0.95, 0.03, 0.85, 0.69], [0.88, 0.85, 0.88, 0.84], [0.77, 0.69, 0.84, 0.88]]"
af3,classI,with_msa_with_template,7q99_pmhc_tcr,0,0.8954479019340217,False,0.88,0.9,4,0.92,0.03,,0.88,0.87,0.95,,,0.88,0.76,0.85,0.68,,,0.83,0.7925000000000001,"[[0.92, 0.95, 0.88, 0.76], [0.95, 0.03, 0.85, 0.68], [0.88, 0.85, 0.88, 0.83], [0.76, 0.68, 0.83, 0.87]]"
af3,classI,with_msa_with_template,7q99_pmhc_tcr,2,0.8877063107156485,False,0.87,0.89,4,0.92,0.03,,0.88,0.87,0.95,,,0.87,0.75,0.84,0.7,,,0.84,0.79,"[[0.92, 0.95, 0.87, 0.75], [0.95, 0.03, 0.84, 0.7], [0.87, 0.84, 0.88, 0.84], [0.75, 0.7, 0.84, 0.87]]"
af3,classI,with_msa_with_template,7q99_pmhc_tcr,3,0.8626999986270002,False,0.85,0.87,4,0.92,0.03,,0.88,0.88,0.94,,,0.8,0.7,0.8,0.66,,,0.84,0.74,"[[0.92, 0.94, 0.8, 0.7], [0.94, 0.03, 0.8, 0.66], [0.8, 0.8, 0.88, 0.84], [0.7, 0.66, 0.84, 0.88]]"
af3,classI,with_msa_with_template,7q99_pmhc_tcr,4,0.8614021026001607,False,0.84,0.87,4,0.92,0.03,,0.88,0.88,0.94,,,0.82,0.68,0.82,0.62,,,0.82,0.735,"[[0.92, 0.94, 0.82, 0.68], [0.94, 0.03, 0.82, 0.62], [0.82, 0.82, 0.88, 0.82], [0.68, 0.62, 0.82, 0.88]]"
