pdb	model	condition	rank	status	dock_pred	dock_native	dock_err	inc_pred	inc_native	inc_err
8gvg	protenix_v1	msa	ranked_0	OK	58.56	55.07	3.49	19.76	20.08	0.33
8gvi	protenix_v1	msa	ranked_0	OK	56.05	55.10	0.94	20.85	20.62	0.22
8i5c	protenix_v1	msa	ranked_0	OK	55.17	47.69	7.48	9.03	7.33	1.71
8i5d	protenix_v1	msa	ranked_0	OK	33.80	44.46	10.66	14.60	11.72	2.88
8qfy	protenix_v1	msa	ranked_0	OK	82.04	78.46	3.58	22.58	18.22	4.36
8shi	protenix_v1	msa	ranked_0	OK	31.17	20.26	10.91	7.23	18.76	11.53
8wte	protenix_v1	msa	ranked_0	OK	33.73	64.06	30.34	7.29	4.45	2.84
8wul	protenix_v1	msa	ranked_0	OK	54.39	64.44	10.05	5.98	2.45	3.53
6zkw	protenix_v1	msa	ranked_1	OK	55.25	57.14	1.89	12.73	18.99	6.26
6zkx	protenix_v1	msa	ranked_1	OK	23.54	54.69	31.14	20.40	13.69	6.71
6zky	protenix_v1	msa	ranked_1	FAIL						
6zkz	protenix_v1	msa	ranked_1	FAIL						
7dzm	protenix_v1	msa	ranked_1	OK	53.60	45.42	8.17	23.20	10.35	12.85
7dzn	protenix_v1	msa	ranked_1	FAIL						
7l1d	protenix_v1	msa	ranked_1	FAIL						
7n2n	protenix_v1	msa	ranked_1	FAIL						
7n2o	protenix_v1	msa	ranked_1	FAIL						
7n2p	protenix_v1	msa	ranked_1	OK	153.02	21.92	131.09	1.57	9.18	7.60
7n2q	protenix_v1	msa	ranked_1	FAIL						
7n2r	protenix_v1	msa	ranked_1	OK	142.45	21.24	121.22	38.45	8.70	29.76
7n2s	protenix_v1	msa	ranked_1	OK	149.31	21.39	127.92	4.06	5.07	1.01
7n4k	protenix_v1	msa	ranked_1	OK	45.02	41.23	3.78	16.77	16.00	0.76
7n5c	protenix_v1	msa	ranked_1	FAIL						
7n5p	protenix_v1	msa	ranked_1	FAIL						
7na5	protenix_v1	msa	ranked_1	OK	43.54	58.96	15.42	12.31	14.97	2.66
7ndq	protenix_v1	msa	ranked_1	OK	37.28	76.89	39.61	7.31	19.03	11.72
7ndt	protenix_v1	msa	ranked_1	OK	125.38	33.86	91.52	10.52	7.29	3.23
7ndu	protenix_v1	msa	ranked_1	OK	81.85	76.62	5.23	31.08	20.08	11.00
7nme	protenix_v1	msa	ranked_1	OK	45.57	35.91	9.66	4.41	8.79	4.38
7nmf	protenix_v1	msa	ranked_1	OK	45.59	35.95	9.64	4.27	8.90	4.63
7nmg	protenix_v1	msa	ranked_1	OK	47.86	34.94	12.92	5.03	7.72	2.69
7ow5	protenix_v1	msa	ranked_1	OK	43.47	46.04	2.57	3.54	8.56	5.02
7ow6	protenix_v1	msa	ranked_1	OK	47.02	48.16	1.14	4.09	8.38	4.29
7pb2	protenix_v1	msa	ranked_1	OK	39.98	41.61	1.63	15.79	9.07	6.72
7pbe	protenix_v1	msa	ranked_1	OK	50.93	51.66	0.73	2.29	2.25	0.04
7phr	protenix_v1	msa	ranked_1	OK	36.51	42.98	6.47	4.92	5.35	0.43
7q99	protenix_v1	msa	ranked_1	OK	43.79	45.58	1.79	2.08	7.05	4.98
7q9a	protenix_v1	msa	ranked_1	OK	44.90	47.58	2.67	0.99	9.68	8.69
7q9b	protenix_v1	msa	ranked_1	OK	28.34	46.49	18.15	8.55	8.38	0.17
7qpj	protenix_v1	msa	ranked_1	OK	31.13	31.58	0.45	12.41	10.81	1.59
7r80	protenix_v1	msa	ranked_1	OK	149.18	17.50	131.68	11.87	11.89	0.02
7rk7	protenix_v1	msa	ranked_1	OK	63.18	80.75	17.57	11.11	16.46	5.35
7rm4	protenix_v1	msa	ranked_1	OK	35.42	35.33	0.09	25.44	18.89	6.55
7rrg	protenix_v1	msa	ranked_1	OK	56.25	73.79	17.54	8.39	12.05	3.65
7rtr	protenix_v1	msa	ranked_1	OK	55.16	42.24	12.92	2.79	3.53	0.73
7su9	protenix_v1	msa	ranked_1	OK	22.09	13.42	8.66	2.87	9.17	6.30
8cx4	protenix_v1	msa	ranked_1	OK	3.97	20.06	16.09	3.39	8.65	5.26
8d5q	protenix_v1	msa	ranked_1	OK	41.43	31.15	10.27	15.80	9.43	6.37
8dnt	protenix_v1	msa	ranked_1	OK	41.70	31.40	10.30	7.23	3.64	3.58
8en8	protenix_v1	msa	ranked_1	OK	34.97	41.37	6.40	2.24	21.57	19.32
8enh	protenix_v1	msa	ranked_1	OK	45.89	37.82	8.07	6.37	19.96	13.58
8eo8	protenix_v1	msa	ranked_1	OK	41.72	38.49	3.23	3.75	21.40	17.65
8f5a	protenix_v1	msa	ranked_1	OK	36.75	49.88	13.13	4.30	6.53	2.23
8gom	protenix_v1	msa	ranked_1	OK	53.41	39.06	14.35	12.80	15.79	2.99
8gon	protenix_v1	msa	ranked_1	OK	52.01	38.47	13.54	17.77	13.44	4.33
8gvb	protenix_v1	msa	ranked_1	OK	46.07	54.52	8.44	19.61	19.12	0.49
8gvg	protenix_v1	msa	ranked_1	OK	56.49	55.07	1.42	20.22	20.08	0.13
8gvi	protenix_v1	msa	ranked_1	OK	56.15	55.10	1.05	20.09	20.62	0.53
8i5c	protenix_v1	msa	ranked_1	OK	51.34	47.69	3.66	7.24	7.33	0.09
8i5d	protenix_v1	msa	ranked_1	OK	31.73	44.46	12.73	13.67	11.72	1.96
8qfy	protenix_v1	msa	ranked_1	OK	81.76	78.46	3.30	24.10	18.22	5.88
8shi	protenix_v1	msa	ranked_1	OK	32.35	20.26	12.08	10.07	18.76	8.68
8wte	protenix_v1	msa	ranked_1	OK	34.53	64.06	29.53	5.69	4.45	1.23
8wul	protenix_v1	msa	ranked_1	OK	58.02	64.44	6.41	6.10	2.45	3.65
6zkw	protenix_v1	msa	ranked_2	OK	54.85	57.14	2.29	14.63	18.99	4.36
6zkx	protenix_v1	msa	ranked_2	OK	52.41	54.69	2.27	10.93	13.69	2.76
6zky	protenix_v1	msa	ranked_2	OK	40.68	56.78	16.10	10.64	18.99	8.35
6zkz	protenix_v1	msa	ranked_2	OK	36.27	56.52	20.24	45.09	18.02	27.07
7dzm	protenix_v1	msa	ranked_2	OK	54.63	45.42	9.20	21.86	10.35	11.51
7dzn	protenix_v1	msa	ranked_2	FAIL						
7l1d	protenix_v1	msa	ranked_2	FAIL						
7n2n	protenix_v1	msa	ranked_2	FAIL						
7n2o	protenix_v1	msa	ranked_2	FAIL						
7n2p	protenix_v1	msa	ranked_2	OK	141.83	21.92	119.91	7.37	9.18	1.81
7n2q	protenix_v1	msa	ranked_2	FAIL						
7n2r	protenix_v1	msa	ranked_2	FAIL						
7n2s	protenix_v1	msa	ranked_2	OK	144.54	21.39	123.15	2.02	5.07	3.05
7n4k	protenix_v1	msa	ranked_2	OK	43.34	41.23	2.11	15.19	16.00	0.82
7n5c	protenix_v1	msa	ranked_2	FAIL						
7n5p	protenix_v1	msa	ranked_2	FAIL						
7na5	protenix_v1	msa	ranked_2	OK	44.41	58.96	14.55	9.45	14.97	5.53
7ndq	protenix_v1	msa	ranked_2	OK	43.30	76.89	33.59	8.53	19.03	10.49
7ndt	protenix_v1	msa	ranked_2	OK	40.30	33.86	6.44	4.15	7.29	3.14
7ndu	protenix_v1	msa	ranked_2	OK	81.57	76.62	4.96	26.23	20.08	6.15
7nme	protenix_v1	msa	ranked_2	OK	47.43	35.91	11.51	3.37	8.79	5.42
7nmf	protenix_v1	msa	ranked_2	OK	47.44	35.95	11.49	3.27	8.90	5.63
7nmg	protenix_v1	msa	ranked_2	OK	45.36	34.94	10.41	4.16	7.72	3.56
7ow5	protenix_v1	msa	ranked_2	OK	41.83	46.04	4.21	5.83	8.56	2.73
7ow6	protenix_v1	msa	ranked_2	OK	48.08	48.16	0.08	5.80	8.38	2.58
7pb2	protenix_v1	msa	ranked_2	OK	35.47	41.61	6.14	13.09	9.07	4.03
7pbe	protenix_v1	msa	ranked_2	OK	51.74	51.66	0.08	2.86	2.25	0.61
7phr	protenix_v1	msa	ranked_2	OK	38.13	42.98	4.85	5.80	5.35	0.44
7q99	protenix_v1	msa	ranked_2	OK	42.73	45.58	2.85	4.17	7.05	2.89
7q9a	protenix_v1	msa	ranked_2	OK	43.92	47.58	3.66	1.75	9.68	7.92
7q9b	protenix_v1	msa	ranked_2	OK	27.19	46.49	19.30	10.83	8.38	2.45
7qpj	protenix_v1	msa	ranked_2	OK	31.50	31.58	0.08	12.34	10.81	1.52
7r80	protenix_v1	msa	ranked_2	OK	38.24	17.50	20.74	11.55	11.89	0.35
7rk7	protenix_v1	msa	ranked_2	OK	80.10	80.75	0.64	6.87	16.46	9.59
7rm4	protenix_v1	msa	ranked_2	OK	48.91	35.33	13.59	18.29	18.89	0.60
7rrg	protenix_v1	msa	ranked_2	OK	56.10	73.79	17.69	7.27	12.05	4.77
7rtr	protenix_v1	msa	ranked_2	OK	53.01	42.24	10.77	2.23	3.53	1.29
7su9	protenix_v1	msa	ranked_2	OK	22.15	13.42	8.73	1.91	9.17	7.26
8cx4	protenix_v1	msa	ranked_2	OK	9.53	20.06	10.53	2.39	8.65	6.26
8d5q	protenix_v1	msa	ranked_2	OK	42.59	31.15	11.44	14.45	9.43	5.02
8dnt	protenix_v1	msa	ranked_2	OK	42.20	31.40	10.80	7.46	3.64	3.82
8en8	protenix_v1	msa	ranked_2	OK	31.52	41.37	9.84	14.04	21.57	7.52
8enh	protenix_v1	msa	ranked_2	OK	51.52	37.82	13.70	9.14	19.96	10.81
8eo8	protenix_v1	msa	ranked_2	OK	43.20	38.49	4.71	6.65	21.40	14.75
8f5a	protenix_v1	msa	ranked_2	OK	36.80	49.88	13.08	10.79	6.53	4.26
8gom	protenix_v1	msa	ranked_2	OK	52.60	39.06	13.53	14.91	15.79	0.88
8gon	protenix_v1	msa	ranked_2	OK	52.59	38.47	14.12	14.69	13.44	1.26
8gvb	protenix_v1	msa	ranked_2	OK	52.38	54.52	2.14	19.12	19.12	0.00
8gvg	protenix_v1	msa	ranked_2	OK	57.45	55.07	2.38	18.60	20.08	1.49
8gvi	protenix_v1	msa	ranked_2	OK	56.61	55.10	1.51	19.89	20.62	0.73
8i5c	protenix_v1	msa	ranked_2	OK	50.02	47.69	2.34	8.56	7.33	1.23
8i5d	protenix_v1	msa	ranked_2	OK	33.46	44.46	11.00	15.22	11.72	3.50
8qfy	protenix_v1	msa	ranked_2	OK	85.24	78.46	6.78	24.86	18.22	6.64
8shi	protenix_v1	msa	ranked_2	OK	127.95	20.26	107.69	37.95	18.76	19.20
8wte	protenix_v1	msa	ranked_2	OK	33.75	64.06	30.31	14.17	4.45	9.72
8wul	protenix_v1	msa	ranked_2	OK	55.86	64.44	8.58	5.90	2.45	3.44
6zkw	protenix_v1	msa	ranked_3	OK	59.44	57.14	2.29	12.33	18.99	6.66
6zkx	protenix_v1	msa	ranked_3	OK	54.84	54.69	0.15	8.61	13.69	5.08
6zky	protenix_v1	msa	ranked_3	FAIL						
6zkz	protenix_v1	msa	ranked_3	OK	107.55	56.52	51.04	122.96	18.02	104.94
7dzm	protenix_v1	msa	ranked_3	OK	120.87	45.42	75.44	2.44	10.35	7.91
7dzn	protenix_v1	msa	ranked_3	FAIL						
7l1d	protenix_v1	msa	ranked_3	FAIL						
7n2n	protenix_v1	msa	ranked_3	FAIL						
7n2o	protenix_v1	msa	ranked_3	OK	7.97	20.11	12.14	34.31	12.74	21.56
7n2p	protenix_v1	msa	ranked_3	OK	133.91	21.92	111.99	20.92	9.18	11.75
7n2q	protenix_v1	msa	ranked_3	FAIL						
7n2r	protenix_v1	msa	ranked_3	OK	117.59	21.24	96.36	65.16	8.70	56.46
7n2s	protenix_v1	msa	ranked_3	OK	144.03	21.39	122.63	2.07	5.07	3.01
7n4k	protenix_v1	msa	ranked_3	OK	44.54	41.23	3.30	15.49	16.00	0.51
7n5c	protenix_v1	msa	ranked_3	FAIL						
7n5p	protenix_v1	msa	ranked_3	FAIL						
7na5	protenix_v1	msa	ranked_3	OK	41.36	58.96	17.61	14.40	14.97	0.57
7ndq	protenix_v1	msa	ranked_3	OK	77.64	76.89	0.74	30.88	19.03	11.85
7ndt	protenix_v1	msa	ranked_3	OK	39.83	33.86	5.97	5.19	7.29	2.10
7ndu	protenix_v1	msa	ranked_3	OK	78.37	76.62	1.75	22.60	20.08	2.52
7nme	protenix_v1	msa	ranked_3	OK	45.79	35.91	9.88	5.91	8.79	2.88
7nmf	protenix_v1	msa	ranked_3	OK	45.81	35.95	9.86	5.79	8.90	3.11
7nmg	protenix_v1	msa	ranked_3	OK	46.83	34.94	11.89	2.81	7.72	4.91
7ow5	protenix_v1	msa	ranked_3	OK	46.13	46.04	0.09	3.79	8.56	4.77
7ow6	protenix_v1	msa	ranked_3	OK	47.29	48.16	0.87	3.96	8.38	4.42
7pb2	protenix_v1	msa	ranked_3	OK	37.68	41.61	3.93	17.67	9.07	8.60
7pbe	protenix_v1	msa	ranked_3	OK	50.27	51.66	1.39	1.65	2.25	0.60
7phr	protenix_v1	msa	ranked_3	OK	36.48	42.98	6.50	4.97	5.35	0.38
7q99	protenix_v1	msa	ranked_3	OK	41.23	45.58	4.35	2.51	7.05	4.54
7q9a	protenix_v1	msa	ranked_3	OK	43.83	47.58	3.74	2.78	9.68	6.90
7q9b	protenix_v1	msa	ranked_3	OK	28.88	46.49	17.61	7.79	8.38	0.59
7qpj	protenix_v1	msa	ranked_3	OK	30.82	31.58	0.76	12.64	10.81	1.83
7r80	protenix_v1	msa	ranked_3	OK	42.62	17.50	25.12	15.69	11.89	3.80
7rk7	protenix_v1	msa	ranked_3	OK	74.94	80.75	5.80	7.42	16.46	9.05
7rm4	protenix_v1	msa	ranked_3	OK	45.95	35.33	10.62	20.80	18.89	1.92
7rrg	protenix_v1	msa	ranked_3	OK	139.04	73.79	65.25	10.14	12.05	1.91
7rtr	protenix_v1	msa	ranked_3	OK	53.48	42.24	11.23	4.71	3.53	1.19
7su9	protenix_v1	msa	ranked_3	OK	33.68	13.42	20.26	11.95	9.17	2.78
8cx4	protenix_v1	msa	ranked_3	OK	5.81	20.06	14.25	5.08	8.65	3.57
8d5q	protenix_v1	msa	ranked_3	OK	41.68	31.15	10.52	14.46	9.43	5.03
8dnt	protenix_v1	msa	ranked_3	OK	39.96	31.40	8.56	3.76	3.64	0.11
8en8	protenix_v1	msa	ranked_3	OK	38.21	41.37	3.16	5.26	21.57	16.30
8enh	protenix_v1	msa	ranked_3	OK	57.30	37.82	19.48	10.74	19.96	9.21
8eo8	protenix_v1	msa	ranked_3	OK	45.97	38.49	7.47	6.61	21.40	14.79
8f5a	protenix_v1	msa	ranked_3	OK	44.59	49.88	5.28	5.46	6.53	1.07
8gom	protenix_v1	msa	ranked_3	OK	51.67	39.06	12.61	14.08	15.79	1.72
8gon	protenix_v1	msa	ranked_3	OK	43.88	38.47	5.41	12.55	13.44	0.89
8gvb	protenix_v1	msa	ranked_3	OK	47.12	54.52	7.40	19.21	19.12	0.09
8gvg	protenix_v1	msa	ranked_3	OK	53.69	55.07	1.39	18.71	20.08	1.38
8gvi	protenix_v1	msa	ranked_3	OK	57.12	55.10	2.02	21.15	20.62	0.52
8i5c	protenix_v1	msa	ranked_3	OK	49.76	47.69	2.07	7.95	7.33	0.62
8i5d	protenix_v1	msa	ranked_3	OK	33.27	44.46	11.18	15.07	11.72	3.35
8qfy	protenix_v1	msa	ranked_3	OK	81.95	78.46	3.49	23.89	18.22	5.66
8shi	protenix_v1	msa	ranked_3	OK	130.62	20.26	110.36	37.99	18.76	19.23
8wte	protenix_v1	msa	ranked_3	OK	35.39	64.06	28.67	8.25	4.45	3.80
8wul	protenix_v1	msa	ranked_3	OK	53.96	64.44	10.48	5.15	2.45	2.69
6zkw	protenix_v1	msa	ranked_4	OK	61.19	57.14	4.05	11.10	18.99	7.89
6zkx	protenix_v1	msa	ranked_4	OK	57.08	54.69	2.39	9.58	13.69	4.10
6zky	protenix_v1	msa	ranked_4	FAIL						
6zkz	protenix_v1	msa	ranked_4	OK	124.30	56.52	67.78	52.50	18.02	34.47
7dzm	protenix_v1	msa	ranked_4	OK	120.87	45.42	75.45	1.56	10.35	8.79
7dzn	protenix_v1	msa	ranked_4	FAIL						
7l1d	protenix_v1	msa	ranked_4	FAIL						
7n2n	protenix_v1	msa	ranked_4	FAIL						
7n2o	protenix_v1	msa	ranked_4	OK	46.08	20.11	25.97	69.02	12.74	56.28
7n2p	protenix_v1	msa	ranked_4	OK	137.02	21.92	115.09	17.76	9.18	8.58
7n2q	protenix_v1	msa	ranked_4	FAIL						
7n2r	protenix_v1	msa	ranked_4	FAIL						
7n2s	protenix_v1	msa	ranked_4	OK	144.56	21.39	123.16	5.39	5.07	0.32
7n4k	protenix_v1	msa	ranked_4	OK	44.50	41.23	3.27	16.52	16.00	0.52
7n5c	protenix_v1	msa	ranked_4	FAIL						
7n5p	protenix_v1	msa	ranked_4	FAIL						
7na5	protenix_v1	msa	ranked_4	OK	51.28	58.96	7.68	11.60	14.97	3.38
7ndq	protenix_v1	msa	ranked_4	OK	95.09	76.89	18.20	35.88	19.03	16.86
7ndt	protenix_v1	msa	ranked_4	OK	39.99	33.86	6.14	4.27	7.29	3.02
7ndu	protenix_v1	msa	ranked_4	OK	86.06	76.62	9.45	28.73	20.08	8.66
7nme	protenix_v1	msa	ranked_4	OK	44.52	35.91	8.60	4.68	8.79	4.11
7nmf	protenix_v1	msa	ranked_4	OK	44.53	35.95	8.58	4.58	8.90	4.32
7nmg	protenix_v1	msa	ranked_4	OK	43.49	34.94	8.55	3.57	7.72	4.15
7ow5	protenix_v1	msa	ranked_4	OK	44.32	46.04	1.72	5.94	8.56	2.62
7ow6	protenix_v1	msa	ranked_4	OK	48.20	48.16	0.04	3.12	8.38	5.25
7pb2	protenix_v1	msa	ranked_4	OK	139.41	41.61	97.80	8.19	9.07	0.87
7pbe	protenix_v1	msa	ranked_4	OK	51.55	51.66	0.11	2.52	2.25	0.26
7phr	protenix_v1	msa	ranked_4	OK	37.34	42.98	5.64	5.22	5.35	0.14
7q99	protenix_v1	msa	ranked_4	OK	42.18	45.58	3.40	3.14	7.05	3.92
7q9a	protenix_v1	msa	ranked_4	OK	42.22	47.58	5.36	1.81	9.68	7.87
7q9b	protenix_v1	msa	ranked_4	OK	30.04	46.49	16.45	8.16	8.38	0.22
7qpj	protenix_v1	msa	ranked_4	OK	32.05	31.58	0.47	11.87	10.81	1.05
7r80	protenix_v1	msa	ranked_4	OK	115.99	17.50	98.49	59.44	11.89	47.55
7rk7	protenix_v1	msa	ranked_4	OK	56.69	80.75	24.06	176.67	16.46	160.21
7rm4	protenix_v1	msa	ranked_4	OK	104.38	35.33	69.05	151.40	18.89	132.52
7rrg	protenix_v1	msa	ranked_4	OK	62.15	73.79	11.64	29.94	12.05	17.90
7rtr	protenix_v1	msa	ranked_4	OK	52.41	42.24	10.16	0.52	3.53	3.01
7su9	protenix_v1	msa	ranked_4	OK	18.86	13.42	5.44	1.24	9.17	7.93
8cx4	protenix_v1	msa	ranked_4	OK	5.28	20.06	14.78	9.50	8.65	0.86
8d5q	protenix_v1	msa	ranked_4	OK	42.32	31.15	11.16	12.77	9.43	3.34
8dnt	protenix_v1	msa	ranked_4	OK	38.33	31.40	6.93	6.73	3.64	3.09
8en8	protenix_v1	msa	ranked_4	OK	40.19	41.37	1.17	15.86	21.57	5.70
8enh	protenix_v1	msa	ranked_4	OK	153.76	37.82	115.94	21.93	19.96	1.98
8eo8	protenix_v1	msa	ranked_4	OK	45.91	38.49	7.42	12.77	21.40	8.63
8f5a	protenix_v1	msa	ranked_4	OK	151.67	49.88	101.80	16.84	6.53	10.31
8gom	protenix_v1	msa	ranked_4	OK	52.55	39.06	13.48	13.40	15.79	2.39
8gon	protenix_v1	msa	ranked_4	OK	48.85	38.47	10.38	15.16	13.44	1.72
8gvb	protenix_v1	msa	ranked_4	OK	51.61	54.52	2.90	18.52	19.12	0.60
8gvg	protenix_v1	msa	ranked_4	OK	58.57	55.07	3.50	19.17	20.08	0.92
8gvi	protenix_v1	msa	ranked_4	OK	58.06	55.10	2.95	21.24	20.62	0.62
8i5c	protenix_v1	msa	ranked_4	OK	50.37	47.69	2.69	5.35	7.33	1.98
8i5d	protenix_v1	msa	ranked_4	OK	34.02	44.46	10.44	14.43	11.72	2.71
8qfy	protenix_v1	msa	ranked_4	OK	82.38	78.46	3.91	23.63	18.22	5.41
8shi	protenix_v1	msa	ranked_4	OK	130.93	20.26	110.67	35.17	18.76	16.42
8wte	protenix_v1	msa	ranked_4	OK	30.90	64.06	33.16	9.80	4.45	5.34
8wul	protenix_v1	msa	ranked_4	OK	57.53	64.44	6.91	4.57	2.45	2.11
6zkw	protenix_v1	msa+tmpl	ranked_0	OK	54.17	57.14	2.98	14.85	18.99	4.14
6zkx	protenix_v1	msa+tmpl	ranked_0	OK	31.33	54.69	23.36	17.93	13.69	4.25
6zky	protenix_v1	msa+tmpl	ranked_0	OK	51.40	56.78	5.38	14.11	18.99	4.88
6zkz	protenix_v1	msa+tmpl	ranked_0	OK	20.36	56.52	36.16	23.68	18.02	5.66
7dzm	protenix_v1	msa+tmpl	ranked_0	OK	53.23	45.42	7.81	25.92	10.35	15.56
7dzn	protenix_v1	msa+tmpl	ranked_0	OK	59.17	44.85	14.32	4.77	10.90	6.13
7l1d	protenix_v1	msa+tmpl	ranked_0	OK	51.60	47.41	4.19	4.35	3.49	0.86
7n2n	protenix_v1	msa+tmpl	ranked_0	OK	136.53	20.52	116.00	25.18	5.13	20.04
7n2o	protenix_v1	msa+tmpl	ranked_0	OK	147.99	20.11	127.88	13.74	12.74	1.00
7n2p	protenix_v1	msa+tmpl	ranked_0	OK	148.05	21.92	126.12	10.44	9.18	1.27
7n2q	protenix_v1	msa+tmpl	ranked_0	OK	161.68	21.13	140.55	7.86	9.24	1.38
7n2r	protenix_v1	msa+tmpl	ranked_0	OK	147.22	21.24	125.98	14.23	8.70	5.54
7n2s	protenix_v1	msa+tmpl	ranked_0	OK	147.83	21.39	126.43	18.01	5.07	12.94
7n4k	protenix_v1	msa+tmpl	ranked_0	OK	45.03	41.23	3.80	16.67	16.00	0.67
7n5c	protenix_v1	msa+tmpl	ranked_0	OK	41.45	43.40	1.94	17.25	18.17	0.92
7n5p	protenix_v1	msa+tmpl	ranked_0	OK	42.87	41.20	1.67	15.39	16.18	0.79
7na5	protenix_v1	msa+tmpl	ranked_0	OK	40.73	58.96	18.23	16.67	14.97	1.70
7ndq	protenix_v1	msa+tmpl	ranked_0	OK	96.05	76.89	19.16	30.28	19.03	11.25
7ndt	protenix_v1	msa+tmpl	ranked_0	OK	102.83	33.86	68.97	17.40	7.29	10.11
7ndu	protenix_v1	msa+tmpl	ranked_0	OK	76.62	76.62	0.00	26.75	20.08	6.67
7nme	protenix_v1	msa+tmpl	ranked_0	OK	46.74	35.91	10.82	3.10	8.79	5.69
7nmf	protenix_v1	msa+tmpl	ranked_0	OK	47.43	35.95	11.47	3.64	8.90	5.26
7nmg	protenix_v1	msa+tmpl	ranked_0	OK	47.07	34.94	12.13	3.01	7.72	4.71
7ow5	protenix_v1	msa+tmpl	ranked_0	OK	44.39	46.04	1.65	4.69	8.56	3.86
7ow6	protenix_v1	msa+tmpl	ranked_0	OK	48.79	48.16	0.63	3.27	8.38	5.11
7pb2	protenix_v1	msa+tmpl	ranked_0	OK	35.53	41.61	6.08	17.08	9.07	8.02
7pbe	protenix_v1	msa+tmpl	ranked_0	OK	52.73	51.66	1.07	3.78	2.25	1.52
7phr	protenix_v1	msa+tmpl	ranked_0	OK	36.90	42.98	6.07	5.93	5.35	0.58
7q99	protenix_v1	msa+tmpl	ranked_0	OK	42.58	45.58	3.00	4.07	7.05	2.99
7q9a	protenix_v1	msa+tmpl	ranked_0	OK	43.30	47.58	4.27	3.10	9.68	6.57
7q9b	protenix_v1	msa+tmpl	ranked_0	OK	27.41	46.49	19.08	8.51	8.38	0.13
7qpj	protenix_v1	msa+tmpl	ranked_0	OK	31.97	31.58	0.39	13.43	10.81	2.62
7r80	protenix_v1	msa+tmpl	ranked_0	OK	32.36	17.50	14.86	8.99	11.89	2.90
7rk7	protenix_v1	msa+tmpl	ranked_0	OK	61.05	80.75	19.70	173.29	16.46	156.83
7rm4	protenix_v1	msa+tmpl	ranked_0	OK	37.96	35.33	2.63	16.99	18.89	1.89
7rrg	protenix_v1	msa+tmpl	ranked_0	OK	54.97	73.79	18.82	5.72	12.05	6.33
7rtr	protenix_v1	msa+tmpl	ranked_0	OK	53.41	42.24	11.17	3.50	3.53	0.02
7su9	protenix_v1	msa+tmpl	ranked_0	OK	20.71	13.42	7.29	3.18	9.17	5.99
8cx4	protenix_v1	msa+tmpl	ranked_0	OK	151.53	20.06	131.47	16.62	8.65	7.97
8d5q	protenix_v1	msa+tmpl	ranked_0	OK	42.34	31.15	11.18	15.02	9.43	5.58
8dnt	protenix_v1	msa+tmpl	ranked_0	OK	38.85	31.40	7.45	6.92	3.64	3.27
8en8	protenix_v1	msa+tmpl	ranked_0	OK	44.35	41.37	2.99	3.76	21.57	17.81
8enh	protenix_v1	msa+tmpl	ranked_0	OK	46.05	37.82	8.23	0.13	19.96	19.83
8eo8	protenix_v1	msa+tmpl	ranked_0	OK	38.06	38.49	0.43	3.50	21.40	17.90
8f5a	protenix_v1	msa+tmpl	ranked_0	OK	36.97	49.88	12.91	5.73	6.53	0.80
8gom	protenix_v1	msa+tmpl	ranked_0	OK	50.88	39.06	11.82	15.62	15.79	0.17
8gon	protenix_v1	msa+tmpl	ranked_0	OK	52.48	38.47	14.00	13.38	13.44	0.06
8gvb	protenix_v1	msa+tmpl	ranked_0	OK	53.47	54.52	1.04	18.48	19.12	0.64
8gvg	protenix_v1	msa+tmpl	ranked_0	OK	55.43	55.07	0.35	20.07	20.08	0.01
8gvi	protenix_v1	msa+tmpl	ranked_0	OK	55.97	55.10	0.86	20.89	20.62	0.27
8i5c	protenix_v1	msa+tmpl	ranked_0	OK	54.73	47.69	7.04	7.42	7.33	0.09
8i5d	protenix_v1	msa+tmpl	ranked_0	OK	34.17	44.46	10.28	15.09	11.72	3.37
8qfy	protenix_v1	msa+tmpl	ranked_0	OK	82.94	78.46	4.48	22.12	18.22	3.90
8shi	protenix_v1	msa+tmpl	ranked_0	OK	33.60	20.26	13.33	4.55	18.76	14.21
8wte	protenix_v1	msa+tmpl	ranked_0	OK	33.82	64.06	30.24	7.73	4.45	3.27
8wul	protenix_v1	msa+tmpl	ranked_0	OK	53.50	64.44	10.94	4.21	2.45	1.75
6zkw	protenix_v1	msa+tmpl	ranked_1	OK	56.00	57.14	1.14	14.46	18.99	4.53
6zkx	protenix_v1	msa+tmpl	ranked_1	OK	27.30	54.69	27.38	19.52	13.69	5.84
6zky	protenix_v1	msa+tmpl	ranked_1	OK	53.15	56.78	3.63	12.60	18.99	6.39
6zkz	protenix_v1	msa+tmpl	ranked_1	OK	19.71	56.52	36.81	22.23	18.02	4.21
7dzm	protenix_v1	msa+tmpl	ranked_1	OK	51.12	45.42	5.70	22.53	10.35	12.17
7dzn	protenix_v1	msa+tmpl	ranked_1	OK	59.62	44.85	14.77	6.28	10.90	4.62
7l1d	protenix_v1	msa+tmpl	ranked_1	OK	51.19	47.41	3.78	7.49	3.49	4.01
7n2n	protenix_v1	msa+tmpl	ranked_1	OK	136.88	20.52	116.35	25.18	5.13	20.05
7n2o	protenix_v1	msa+tmpl	ranked_1	OK	117.78	20.11	97.67	157.96	12.74	145.22
7n2p	protenix_v1	msa+tmpl	ranked_1	OK	155.09	21.92	133.16	6.04	9.18	3.13
7n2q	protenix_v1	msa+tmpl	ranked_1	OK	166.86	21.13	145.72	6.76	9.24	2.47
